draft_pick,rookie_contract_cap_pct,compensation_v1
225,0.003923504851381171,0.09558444696664593
226,0.00392086884081644,0.09552022846263686
227,0.003919000289047825,0.09547470679407852
228,0.0039184792987423675,0.09546201442536521
229,0.0039181065902930785,0.09545293450005493
230,0.003917310076268388,0.09543352982096438
231,0.0039150387589174775,0.09537819597505463
232,0.003914398541984424,0.09536259900657808
233,0.003914383513417921,0.09536223288055751
234,0.003912849597730119,0.09532486361805734
235,0.003912804512030609,0.09532376523999561
236,0.003912387719786243,0.09531361134502497
237,0.003909916021548617,0.09525339581884086
238,0.003908054483111038,0.09520804500909215
239,0.003906386312229138,0.09516740502080816
240,0.003902030031751962,0.09506127729164379
241,0.0038978971759634725,0.09496059263598532
242,0.003896944364847144,0.09493738024628078
243,0.003895961496597809,0.09491343560453509
244,0.0038949786283484734,0.0948894909627894
245,0.0038942492419208326,0.09487172164659077
246,0.003893444712660673,0.09485212170028924
247,0.003892700297666528,0.09483398625807003
248,0.0038919548807679494,0.09481582640744944
249,0.0038908237306624453,0.09478826932230074
250,0.0038899971595047476,0.09476813239116905
251,0.0038888129084642636,0.09473928166074763
252,0.0038876657278878223,0.09471133404117697
253,0.0038876657278878223,0.09471133404117697
254,0.0038876657278878223,0.09471133404117697
255,0.0038876657278878223,0.09471133404117697
256,0.0038876657278878223,0.09471133404117697
257,0.0038876657278878223,0.09471133404117697
258,0.0038876657278878223,0.09471133404117697
259,0.0038876657278878223,0.09471133404117697
260,0.0038876657278878223,0.09471133404117697
